,,EST. BASE SALARY,EST. BASE SALARY,EST. BONUS,CONTRACT DETAILS,CONTRACT DETAILS,CONTRACT DETAILS,CONTRACT DETAILS,CONTRACT DETAILS,BIO,BIO,BIO,BIO,BIO,,,,data_country,data_season
PLAYER,,"GROSS P/W
(EUR)","GROSS P/Y
(EUR)","GROSS P/Y
(EUR)",SIGNED,EXPIRATION,YEARS REMAINING,"GROSS REMAINING
(EUR)","RELEASE CLAUSE
(EUR)",STATUS,POS.,POS.,AGE,COUNTRY,CLUB,ACTIVE,LOAN,,
Lamine Sy,,"€ 6,923","€ 360,000","€ 90,000","Jul 1, 2025","Jun 30, 2029",4,"€ 1,440,000",,Starter,D,RB,23,France,Auxerre,True,,france,2526
Théo Vermot,,"€ 6,923","€ 360,000","€ 90,000","Jul 1, 2024","Jun 30, 2026",1,"€ 360,000",,Reserve,K,GK,29,France,Marseille,True,,france,2526
Régis Gurtner,,"€ 6,923","€ 360,000","€ 90,000","Jul 7, 2025","Jun 30, 2026",1,"€ 360,000",,Reserve,K,GK,39,France,Lens,True,,france,2526
Giorgi Abuashvili,,"€ 6,923","€ 360,000","€ 90,000","Jul 17, 2025","Jun 30, 2026",1,"€ 360,000",,Reserve,F,LW,22,Georgia,Metz,True,,france,2526
Michel Mboula,,"€ 6,923","€ 360,000","€ 90,000","Jul 1, 2025","Jun 30, 2028",3,"€ 1,080,000",,Reserve,D,CB,22,Gabon,Metz,True,,france,2526
Pape Sy,,"€ 6,923","€ 360,000","€ 90,000","Jul 26, 2024","Jun 30, 2026",1,"€ 360,000",,Reserve,K,GK,28,Senegal,Metz,True,,france,2526
Abdoul Ouattara,,"€ 6,923","€ 360,000","€ 90,000","Dec 23, 2024","Jun 30, 2029",4,"€ 1,440,000",,Reserve,F,RW,20,Cote d'Ivoire,Strasbourg,True,,france,2526
Achraf Laâziri,,"€ 6,923","€ 360,000","€ 90,000","Jul 1, 2023","Jun 30, 2027",2,"€ 720,000",,Reserve,D,LB,22,Morocco,Lyon,True,,france,2526
Edan Diop,,"€ 6,538","€ 340,000","€ 90,000","Jul 1, 2021","Jun 30, 2028",3,"€ 1,020,000",,Reserve,M,CM,21,France,Monaco,False,,france,2526
Aladji Bamba,,"€ 6,538","€ 340,000","€ 90,000","Oct 16, 2025","Jun 30, 2030",5,"€ 1,700,000",,Reserve,M,DM,19,France,Monaco,True,,france,2526
Trevan Sanusi,,"€ 6,346","€ 330,000","€ 80,000","Sep 1, 2025","Jun 30, 2026",1,"€ 330,000",,Reserve,F,LW,18,England,Lorient,True,,france,2526
Mathieu Gorgelin,,"€ 6,346","€ 330,000","€ 80,000","Jan 19, 2026","Jun 30, 2026",1,"€ 330,000",,Reserve,K,GK,35,France,Lens,True,,france,2526
Fredrik Oppegård,,"€ 6,346","€ 330,000","€ 80,000","Jan 29, 2025","Jun 30, 2028",3,"€ 990,000",,Reserve,D,LB,23,Norway,Auxerre,True,,france,2526
Jules Stawiecki,,"€ 5,577","€ 290,000","€ 70,000","May 28, 2025","Jun 30, 2029",4,"€ 1,160,000",,Reserve,K,GK,18,France,Monaco,True,,france,2526
Gabin Bernardeau,,"€ 5,192","€ 270,000","€ 68,000","Jul 1, 2025","Jun 30, 2028",3,"€ 810,000",,Reserve,F,AM,20,France,Nice,True,,france,2526
Yassine Benhattab,,"€ 5,192","€ 270,000","€ 68,000","Aug 30, 2024","Jun 30, 2028",3,"€ 810,000",,Reserve,F,RW,23,France,Nantes,False,,france,2526
Mathys Tourraine,,"€ 5,192","€ 270,000","€ 140,000","Jul 1, 2024","Jun 30, 2027",2,"€ 540,000",,Reserve,D,RB,24,Morocco,Paris FC,False,,france,2526
Dehmaine Tabibou,,"€ 5,192","€ 270,000","€ 68,000","Jul 9, 2025","Jun 30, 2030",5,"€ 1,350,000",,Reserve,M,CM,20,France,Nantes,True,,france,2526
Théo De Percin,,"€ 5,192","€ 270,000","€ 68,000","Feb 19, 2025","Jun 30, 2028",3,"€ 810,000",,Reserve,K,GK,25,France,Auxerre,True,,france,2526
Melvin Zinga,,"€ 5,192","€ 270,000","€ 68,000","Sep 23, 2024","Jun 30, 2026",1,"€ 270,000",,Reserve,K,GK,23,France,Angers,True,,france,2526
Lassine Diarra,,"€ 5,192","€ 270,000","€ 68,000","Nov 21, 2025","Jun 30, 2028",3,"€ 810,000",,Reserve,K,GK,23,Mali,Lyon,True,,france,2526
Sadibou Sané,,"€ 5,192","€ 270,000","€ 68,000","Jul 22, 2023","Jun 30, 2027",2,"€ 540,000",,Starter,D,CB,21,Senegal,Metz,True,,france,2526
Lucas Michal,,"€ 5,192","€ 270,000","€ 68,000","Feb 2, 2026","Jun 30, 2026",1,"€ 270,000",,Starter,F,LW,20,France,Metz,True,,france,2526
Ousmane Touré,,"€ 5,192","€ 270,000","€ 68,000","Jul 1, 2024","Jun 30, 2028",3,"€ 810,000",,Reserve,D,CB,20,France,Lille,True,,france,2526
Jelle Van Neck,,"€ 5,192","€ 270,000","€ 68,000","Jul 1, 2025","Jun 30, 2027",2,"€ 540,000",,Reserve,K,GK,21,Belgium,Marseille,True,,france,2526
Telli Siwe,,"€ 4,231","€ 220,000","€ 55,000","Aug 16, 2025","Jun 30, 2029",4,"€ 880,000",,Reserve,D,CB,21,France,Auxerre,True,,france,2526
Ousmane Ba,,"€ 4,231","€ 220,000","€ 55,000","Sep 10, 2025","Jun 30, 2027",2,"€ 440,000",,Reserve,K,GK,23,Senegal,Metz,True,,france,2526
Harouna Djibirin,,"€ 4,231","€ 220,000","€ 55,000","Jul 1, 2025","Jun 30, 2029",4,"€ 880,000",,Reserve,F,RW,19,Cameroon,Angers,True,,france,2526
Yannis Lawson,,"€ 4,231","€ 220,000","€ 55,000","Jul 3, 2025","Jun 30, 2028",3,"€ 660,000",,Reserve,D,LB,21,Belgium,Metz,True,,france,2526
Lanroy Machine,,"€ 4,231","€ 220,000","€ 55,000","Jul 1, 2025","Jun 30, 2026",1,"€ 220,000",,Reserve,F,CF,20,France,Angers,True,,france,2526
Alpha Touré,,"€ 4,231","€ 220,000","€ 55,000","Jul 12, 2024","Jun 30, 2028",3,"€ 660,000",,Starter,M,DM,20,Senegal,Metz,True,,france,2526
Marius Courcoul,,"€ 4,231","€ 220,000","€ 55,000","Jun 23, 2023","Jun 30, 2026",1,"€ 220,000",,Reserve,M,DM,19,France,Angers,True,,france,2526
Alexis Mirbach,,"€ 3,462","€ 180,000","€ 45,000","Jul 1, 2025","Jun 30, 2028",3,"€ 540,000",,Reserve,K,GK,20,France,Nantes,True,,france,2526
Morgan Bokele,,"€ 3,462","€ 180,000","€ 45,000","May 23, 2025","Jun 30, 2028",3,"€ 540,000",,Reserve,F,LW,21,Cameroon,Metz,False,,france,2526
Lohann Doucet,,"€ 3,462","€ 180,000","€ 45,000","Jul 1, 2024","Jun 30, 2027",2,"€ 360,000",,Reserve,M,DM,23,France,Paris FC,False,,france,2526
Nordan Mukiele,,"€ 3,462","€ 180,000","€ 45,000","Jul 1, 2025","Jun 30, 2028",3,"€ 540,000",,Reserve,F,RW,19,France,Rennes,True,,france,2526
Hamidou Makalou,,"€ 3,462","€ 180,000","€ 45,000","Mar 15, 2025","Jun 30, 2029",4,"€ 720,000",,Reserve,M,DM,19,Mali,Brest,True,,france,2526
Djibril Coulibaly,,"€ 3,462","€ 180,000","€ 45,000","Jul 1, 2025","Jun 30, 2028",3,"€ 540,000",,Reserve,M,CM,17,France,Nice,True,,france,2526
Noah Jauny,,"€ 3,462","€ 180,000","€ 45,000","Jul 1, 2024","Jun 30, 2027",2,"€ 360,000",,Reserve,K,GK,21,Ireland,Brest,True,,france,2526
Adel Mahamoud,,"€ 3,462","€ 180,000","€ 45,000","Jul 1, 2025","Jun 30, 2026",1,"€ 180,000",,Reserve,F,LW,23,Comoros,Nantes,True,,france,2526
Dan Sinaté,,"€ 3,462","€ 180,000","€ 45,000","May 15, 2025","Jun 30, 2029",4,"€ 720,000",,Reserve,D,LB,19,Mali,Angers,True,,france,2526
Lucas Michal,,"€ 3,269","€ 170,000","€ 43,000","Feb 6, 2025","Jun 30, 2029",4,"€ 680,000",,Reserve,F,LW,20,France,Monaco,False,,france,2526
Yann Lienard,,"€ 3,269","€ 170,000","€ 43,000","Aug 17, 2023","Jun 30, 2027",2,"€ 340,000",,Reserve,K,GK,22,France,Monaco,True,,france,2526
Raphaël Le Guen,,"€ 3,077","€ 160,000","€ 41,000","Jan 21, 2026","Jun 30, 2029",4,"€ 640,000",,Reserve,D,CB,19,France,Brest,True,,france,2526
Oumar Pona,,"€ 3,077","€ 160,000","€ 41,000","Jul 1, 2025","Jun 30, 2027",2,"€ 320,000",,Reserve,K,GK,19,Mali,Angers,True,,france,2526
Nathan Buayi-Kiala,,"€ 3,077","€ 160,000","€ 41,000","Jul 1, 2024","Jun 30, 2026",1,"€ 160,000",,Reserve,M,DM,21,France,Auxerre,True,,france,2526
Enzo Faty,,"€ 3,077","€ 160,000","€ 41,000","Jul 1, 2025","Jun 30, 2026",1,"€ 160,000",,Reserve,F,CF,18,France,Toulouse,True,,france,2526
Bartosz Zelazowski,,"€ 3,077","€ 160,000","€ 41,000","Jul 1, 2025","Jun 30, 2026",1,"€ 160,000",,Reserve,K,GK,20,Poland,Nice,True,,france,2526
Kenny Quetant,,"€ 3,077","€ 160,000","€ 41,000","Jan 1, 2026","Jun 30, 2026",1,"€ 160,000",,Reserve,F,CF,19,France,Le Havre,True,,france,2526
Bahmed Deuff,,"€ 3,077","€ 160,000","€ 41,000","Jul 8, 2025","Jun 30, 2029",4,"€ 640,000",,Reserve,M,DM,19,France,Nantes,True,,france,2526
Seny Koumbassa,,"€ 3,077","€ 160,000","€ 41,000","Jul 1, 2025","Jun 30, 2028",3,"€ 480,000",,Reserve,D,CB,18,France,Toulouse,True,,france,2526
Daren Mosengo,,"€ 3,077","€ 160,000","€ 41,000","Jul 1, 2025","Jun 30, 2026",1,"€ 160,000",,Reserve,M,DM,19,France,Le Havre,True,,france,2526
Alpha Diallo,,"€ 3,077","€ 160,000","€ 41,000","Jul 1, 2025","Jun 30, 2027",2,"€ 320,000",,Reserve,F,AM,19,France,Lens,True,,france,2526
Noam Obougou,,"€ 3,077","€ 160,000","€ 41,000","Jan 14, 2026","Jun 30, 2026",1,"€ 160,000",,Reserve,F,CF,19,France,Le Havre,True,,france,2526
Prosper Peter,,"€ 3,077","€ 160,000","€ 41,000","Jul 1, 2025","Jun 30, 2027",2,"€ 320,000",,Reserve,F,CF,18,France,Angers,True,,france,2526
Ryan Rodin,,"€ 3,077","€ 160,000","€ 41,000","Jan 1, 2025","Jun 30, 2028",3,"€ 480,000",,Reserve,F,CF,19,France,Auxerre,True,,france,2526
Ismaël Guerti,,"€ 3,077","€ 160,000","€ 41,000","Jul 1, 2025","Jun 30, 2027",2,"€ 320,000",,Reserve,F,AM,21,Morocco,Metz,True,,france,2526
Elías Legendre Quiñónez,,"€ 3,077","€ 160,000","€ 41,000","Dec 3, 2025","Jun 30, 2029",4,"€ 640,000",,Reserve,F,RW,17,Ecuador,Rennes,True,,france,2526
Marius Louër,,"€ 2,885","€ 150,000","€ 36,000","Jul 1, 2025","Jun 30, 2028",3,"€ 450,000",,Reserve,D,RB,18,France,Angers,True,,france,2526
Kyllian Antonio,,"€ 2,885","€ 150,000","€ 36,000","Jul 1, 2025","Jun 30, 2026",1,"€ 150,000",,Reserve,D,CB,18,France,Lens,True,,france,2526
Alvin Petit Dol,,"€ 2,885","€ 150,000","€ 36,000","Jul 1, 2025","Jun 30, 2026",1,"€ 150,000",,Reserve,D,CB,19,France,Auxerre,True,,france,2526
Guy-Noël Zohouri,,"€ 2,885","€ 150,000","€ 36,000","Jul 1, 2025","Jun 30, 2027",2,"€ 300,000",,Reserve,M,CM,19,Cote d'Ivoire,Le Havre,True,,france,2526
Joseph Mangondo,,"€ 2,885","€ 150,000","€ 36,000","Jul 1, 2025","Jun 30, 2028",3,"€ 450,000",,Reserve,F,CF,20,France,Metz,True,,france,2526
Cléo Mélières,,"€ 2,885","€ 150,000","€ 36,000","Jul 1, 2025","Jun 30, 2026",1,"€ 150,000",,Reserve,D,RB,20,France,Metz,True,,france,2526
Louis Mezerette,,"€ 2,885","€ 150,000","€ 36,000","Jul 1, 2025","Jun 30, 2028",3,"€ 450,000",,Reserve,K,GK,19,France,Auxerre,True,,france,2526
Alexis Vossah,,"€ 2,885","€ 150,000","€ 36,000","Sep 25, 2025","Jun 30, 2028",3,"€ 450,000",,Reserve,M,CM,17,France,Toulouse,True,,france,2526
Tom Negrel,,"€ 2,885","€ 150,000","€ 36,000","Jul 10, 2024","Jun 30, 2026",1,"€ 150,000",,Reserve,K,GK,22,France,Auxerre,True,,france,2526
Paul Argney,,"€ 2,885","€ 150,000","€ 36,000","Jul 1, 2024","Jun 30, 2027",2,"€ 300,000",,Reserve,K,GK,19,France,Le Havre,True,,france,2526
Sékou Doucouré,,"€ 2,885","€ 150,000","€ 36,000","Mar 19, 2025","Jun 30, 2027",2,"€ 300,000",,Reserve,D,CB,20,Mali,Nantes,True,,france,2526
Saliou Diop,,"€ 2,885","€ 150,000","€ 36,000","Jul 1, 2025","Jun 30, 2026",1,"€ 150,000",,Reserve,F,CF,20,Senegal,Brest,True,,france,2526
Ilan Jourdren,,"€ 2,500","€ 130,000","€ 32,000","Jul 1, 2025","Jun 30, 2029",4,"€ 520,000",,Reserve,K,GK,17,France,Lens,True,,france,2526
Tidiane Devernois,,"€ 2,500","€ 130,000","€ 32,000","Jul 1, 2024","Jun 30, 2028",3,"€ 390,000",,Reserve,M,CM,18,France,Auxerre,True,,france,2526
Stephan Zagadou,,"€ 2,500","€ 130,000","€ 32,000","Jul 1, 2025","Jun 30, 2026",1,"€ 130,000",,Reserve,D,CB,17,France,Le Havre,True,,france,2526
Elikya Legros,,"€ 2,115","€ 110,000","€ 27,000","Jul 1, 2025","Jun 30, 2028",3,"€ 330,000",,Reserve,D,CB,17,France,Auxerre,True,,france,2526
Mahamadou Diawara,,,,,"Jun 12, 2024","Jun 30, 2028",3,,,Reserve,M,CM,20,France,Lyon,False,,france,2526
Randal Kolo Muani,,,,,"Sep 1, 2023","Jun 30, 2028",3,,,Reserve,F,CF,26,France,PSG,False,,france,2526
Renato Sanches,,,,,"Aug 4, 2022","Jun 30, 2027",2,,,Reserve,M,CM,27,Portugal,PSG,False,,france,2526
Duje Caleta-Car,,,,,"Jul 8, 2024","Jun 30, 2027",2,,,Reserve,D,CB,28,Croatia,Lyon,False,,france,2526
Rayane Messi,,,,,"Aug 30, 2025","Jun 30, 2030",5,,,Reserve,F,LW,18,France,Strasbourg,False,,france,2526
