,,EST. BASE SALARY,EST. BASE SALARY,EST. BONUS,CONTRACT DETAILS,CONTRACT DETAILS,CONTRACT DETAILS,CONTRACT DETAILS,CONTRACT DETAILS,BIO,BIO,BIO,BIO,BIO,,,,data_country,data_season
PLAYER,,"GROSS P/W
(EUR)","GROSS P/Y
(EUR)","GROSS P/Y
(EUR)",SIGNED,EXPIRATION,YEARS REMAINING,"GROSS REMAINING
(EUR)","RELEASE CLAUSE
(EUR)",STATUS,POS.,POS.,AGE,COUNTRY,CLUB,ACTIVE,LOAN,,
Gerard Gumbau,,"€ 15,962","€ 830,000","€ 210,000","Jul 16, 2025","Jun 30, 2026",1,"€ 830,000",,Starter,M,DM,31,Spain,Rayo Vallecano,True,,spain,2526
Germán Valera,,"€ 15,962","€ 830,000","€ 210,000","Jul 3, 2025","Jun 30, 2027",2,"€ 1,660,000",,Starter,F,LW,23,Spain,Elche,True,,spain,2526
Carlos Martín,,"€ 15,962","€ 830,000","€ 210,000","Jan 2, 2026","Jun 30, 2026",1,"€ 830,000",,Reserve,F,LW,23,Spain,Rayo Vallecano,True,,spain,2526
Obed Vargas,,"€ 15,962","€ 830,000","€ 210,000","Feb 2, 2026","Jun 30, 2030",5,"€ 4,150,000",,Reserve,M,CM,20,Mexico,Atletico Madrid,True,,spain,2526
Alfon González,,"€ 15,962","€ 830,000","€ 210,000","Jul 1, 2025","Jun 30, 2028",3,"€ 2,490,000",,Reserve,F,LW,26,Spain,Sevilla,False,,spain,2526
Maroan Sannadi,,"€ 15,962","€ 830,000","€ 210,000","Feb 1, 2025","Jun 30, 2029",4,"€ 3,320,000",,Reserve,F,CF,25,Morocco,Athletic Club,True,,spain,2526
Víctor Muñoz,,"€ 15,962","€ 830,000","€ 210,000","Jul 11, 2025","Jun 30, 2030",5,"€ 4,150,000",,Starter,F,LW,22,Spain,Osasuna,True,,spain,2526
Sheraldo Becker,,"€ 15,962","€ 830,000","€ 210,000","Sep 1, 2025","Jun 30, 2027",2,"€ 1,660,000",,Reserve,F,LW,30,Suriname,Osasuna,False,,spain,2526
Jon Karrikaburu,,"€ 15,962","€ 830,000","€ 210,000","May 3, 2021","Jun 30, 2027",2,"€ 1,660,000",,Reserve,F,CF,23,Spain,Real Sociedad,True,,spain,2526
Víctor Chust,,"€ 15,962","€ 830,000","€ 210,000","Aug 7, 2025","Jun 30, 2026",1,"€ 830,000",,Starter,D,CB,25,Spain,Elche,True,,spain,2526
Fer López,,"€ 14,423","€ 750,000","€ 190,000","Jan 26, 2026","Jun 30, 2026",1,"€ 750,000",,Starter,F,AM,21,Spain,Celta Vigo,True,,spain,2526
Abdón Prats,,"€ 14,038","€ 730,000","€ 190,000","Nov 12, 2024","Jun 30, 2028",3,"€ 2,190,000",,Reserve,F,CF,33,Spain,Mallorca,True,,spain,2526
Carlos Benavidez,,"€ 14,038","€ 730,000","€ 190,000","Jul 1, 2022","Jun 30, 2026",1,"€ 730,000",,Reserve,M,DM,27,Uruguay,Alaves,True,,spain,2526
Hugo Sotelo,,"€ 14,038","€ 730,000","€ 190,000","Oct 1, 2024","Jun 30, 2028",3,"€ 2,190,000",,Reserve,M,CM,22,Spain,Celta Vigo,True,,spain,2526
Marc Aguado,,"€ 14,038","€ 730,000","€ 190,000","Feb 3, 2025","Jun 30, 2027",2,"€ 1,460,000",,Starter,M,DM,25,Spain,Elche,True,,spain,2526
Antoniu Roca,,"€ 14,038","€ 730,000","€ 190,000","Aug 19, 2025","Jun 30, 2028",3,"€ 2,190,000",,Reserve,F,RW,23,Spain,Espanyol,True,,spain,2526
Rubén Sánchez,,"€ 14,038","€ 730,000","€ 190,000","Jul 1, 2022","Jun 30, 2027",2,"€ 1,460,000",,Reserve,D,RB,25,Spain,Espanyol,True,,spain,2526
Alejandro Francés,,"€ 14,038","€ 730,000","€ 190,000","Jul 26, 2024","Jun 30, 2029",4,"€ 2,920,000",,Reserve,D,CB,23,Spain,Girona,True,,spain,2526
Adrián de la Fuente,,"€ 14,038","€ 730,000","€ 190,000","Jul 1, 2023","Jun 30, 2026",1,"€ 730,000",,Starter,D,CB,26,Spain,Levante,True,,spain,2526
Diego Pampín,,"€ 14,038","€ 730,000","€ 190,000","Jun 10, 2025","Jun 30, 2026",1,"€ 730,000",,Reserve,D,LB,25,Spain,Levante,True,,spain,2526
Abde Rebbach,,"€ 14,038","€ 730,000","€ 190,000","Jul 1, 2022","Jun 30, 2028",3,"€ 2,190,000",,Reserve,F,LW,27,Algeria,Alaves,True,,spain,2526
Iker Muñoz,,"€ 14,038","€ 730,000","€ 250,000","Sep 5, 2023","Jun 30, 2027",2,"€ 1,460,000",,Reserve,M,DM,23,Spain,Osasuna,True,,spain,2526
Fran Pérez,,"€ 14,038","€ 730,000","€ 190,000","Aug 15, 2025","Jun 30, 2029",4,"€ 2,920,000",,Starter,F,RW,23,Spain,Rayo Vallecano,True,,spain,2526
Álex Forés,,"€ 14,038","€ 730,000","€ 190,000","Jul 24, 2025","Jun 30, 2026",1,"€ 730,000",,Reserve,F,CF,24,Spain,Real Oviedo,True,,spain,2526
Alex Freeman,,"€ 14,038","€ 730,000","€ 190,000","Jan 29, 2026","Jun 30, 2032",7,"€ 5,110,000",,Reserve,D,RB,21,United States,Villarreal,True,,spain,2526
Allan Nyom,,"€ 12,115","€ 630,000","€ 170,000","Sep 20, 2025","Jun 30, 2026",1,"€ 630,000",,Reserve,D,RB,37,Cameroon,Getafe,True,,spain,2526
Veljko Birmancevic,,"€ 12,115","€ 630,000","€ 170,000","Feb 2, 2026","Jun 30, 2026",1,"€ 630,000",,Reserve,F,LW,27,Serbia,Getafe,True,,spain,2526
Jiri Letacek,,"€ 12,115","€ 630,000","€ 150,000","Jul 13, 2024","Jun 30, 2028",3,"€ 1,890,000",,Reserve,K,GK,27,Czech Republic,Getafe,True,,spain,2526
Zito Luvumbo,,"€ 12,115","€ 630,000","€ 170,000","Feb 2, 2026","Jun 30, 2026",1,"€ 630,000",,Reserve,F,CF,23,Angola,Mallorca,True,,spain,2526
Ramón Terrats,,"€ 12,115","€ 630,000","€ 150,000","Jul 1, 2025","Jun 30, 2026",1,"€ 630,000",,Reserve,M,CM,25,Spain,Espanyol,True,,spain,2526
Ángel Ortiz,,"€ 12,115","€ 630,000","€ 150,000","Jun 13, 2025","Jun 30, 2029",4,"€ 2,520,000",,Reserve,D,RB,21,Spain,Real Betis,True,,spain,2526
Raúl Fernández,,"€ 12,115","€ 630,000","€ 150,000","Jul 14, 2025","Jun 30, 2026",1,"€ 630,000",,Reserve,K,GK,37,Spain,Alaves,True,,spain,2526
Luca Koleosho,,"€ 12,115","€ 630,000","€ 170,000","Aug 21, 2025","Jun 30, 2026",1,"€ 630,000",,Reserve,F,RW,21,Italy,Espanyol,False,,spain,2526
Jan Virgili,,"€ 12,115","€ 630,000","€ 150,000","Aug 28, 2025","Jun 30, 2030",5,"€ 3,150,000",,Starter,F,LW,19,Spain,Mallorca,True,,spain,2526
Dani Cárdenas,,"€ 12,115","€ 630,000","€ 150,000","Aug 18, 2023","Jun 30, 2027",2,"€ 1,260,000",,Reserve,K,GK,28,Spain,Rayo Vallecano,True,,spain,2526
Pau Navarro,,"€ 12,115","€ 630,000","€ 150,000","Mar 18, 2025","Jun 30, 2030",5,"€ 3,150,000",,Starter,D,RB,20,Spain,Villarreal,True,,spain,2526
Matías Dituro,,"€ 12,115","€ 630,000","€ 150,000","Jul 4, 2025","Jun 30, 2026",1,"€ 630,000",,Starter,K,GK,38,Argentina,Elche,True,,spain,2526
Lucas Cepeda,,"€ 12,115","€ 630,000","€ 170,000","Jan 26, 2026","Jun 30, 2030",5,"€ 3,150,000",,Starter,F,LW,23,Chile,Elche,True,,spain,2526
Alejandro Iturbe,,"€ 12,115","€ 630,000","€ 150,000","Jul 16, 2025","Jun 30, 2029",4,"€ 2,520,000",,Reserve,K,GK,22,Spain,Elche,True,,spain,2526
Pathé Ciss,,"€ 12,115","€ 630,000","€ 150,000","Jul 28, 2021","Jun 30, 2027",2,"€ 1,260,000",,Reserve,M,CM,31,Senegal,Rayo Vallecano,True,,spain,2526
Nobel Mendy,,"€ 12,115","€ 630,000","€ 150,000","Aug 20, 2025","Jun 30, 2026",1,"€ 630,000",,Starter,D,CB,21,Senegal,Rayo Vallecano,True,,spain,2526
Cristian Rivero,,"€ 12,115","€ 630,000","€ 170,000","Feb 18, 2026","Jun 30, 2027",2,"€ 1,260,000",,Reserve,K,GK,27,Spain,Valencia,True,,spain,2526
Nicolás Fonseca,,"€ 12,115","€ 630,000","€ 170,000","Jan 1, 2026","Jun 30, 2026",1,"€ 630,000",,Starter,M,DM,27,Uruguay,Real Oviedo,True,,spain,2526
Peque Fernández,,"€ 12,115","€ 630,000","€ 150,000","Jul 11, 2024","Jun 30, 2028",3,"€ 1,890,000",,Reserve,F,SS,23,Spain,Sevilla,True,,spain,2526
Carlos Álvarez,,"€ 10,000","€ 520,000","€ 130,000","Aug 12, 2023","Jun 30, 2027",2,"€ 1,040,000",,Starter,F,RW,22,Spain,Levante,True,,spain,2526
Sebastián Boselli,,"€ 10,000","€ 520,000","€ 130,000","Jan 16, 2026","Jun 30, 2026",1,"€ 520,000",,Reserve,D,CB,22,Uruguay,Getafe,True,,spain,2526
Jones El-Abdellaoui,,"€ 10,000","€ 520,000","€ 130,000","Jan 8, 2025","Jun 30, 2029",4,"€ 2,080,000",,Reserve,F,RW,20,Morocco,Celta Vigo,True,,spain,2526
John Donald,,"€ 10,000","€ 520,000","€ 130,000","Mar 15, 2024","Jun 30, 2028",3,"€ 1,560,000",,Reserve,D,CB,25,Spain,Elche,True,,spain,2526
Mario Martín,,"€ 10,000","€ 520,000","€ 130,000","Jul 29, 2025","Jun 30, 2026",1,"€ 520,000",,Reserve,M,DM,21,Spain,Getafe,True,,spain,2526
Calebe,,"€ 10,000","€ 520,000","€ 130,000","Jul 22, 2025","Jun 30, 2026",1,"€ 520,000",,Starter,F,AM,25,Brazil,Alaves,True,,spain,2526
Abdul Mumin,,"€ 10,000","€ 520,000","€ 130,000","Sep 1, 2022","Jun 30, 2026",1,"€ 520,000",,Reserve,D,CB,27,Ghana,Rayo Vallecano,True,,spain,2526
Unai Marrero,,"€ 10,000","€ 520,000","€ 130,000","Feb 23, 2026","Jun 30, 2027",2,"€ 1,040,000",,Reserve,K,GK,24,Spain,Real Sociedad,True,,spain,2526
Luis Vázquez,,"€ 10,000","€ 520,000","€ 130,000","Jan 21, 2026","Jun 30, 2026",1,"€ 520,000",,Starter,F,CF,24,Argentina,Getafe,True,,spain,2526
Hugo Rincón,,"€ 10,000","€ 520,000","€ 130,000","Jul 29, 2025","Jun 30, 2026",1,"€ 520,000",,Starter,D,RB,23,Spain,Girona,True,,spain,2526
Claudio Echeverri,,"€ 10,000","€ 520,000","€ 130,000","Jan 18, 2026","Jun 30, 2026",1,"€ 520,000",,Reserve,F,AM,20,Argentina,Girona,True,,spain,2526
Abu Kamara,,"€ 10,000","€ 520,000","€ 130,000","Sep 1, 2025","Jun 30, 2026",1,"€ 520,000",,Reserve,F,RW,22,England,Getafe,True,,spain,2526
Álex Padilla,,"€ 10,000","€ 520,000","€ 130,000","Jan 3, 2025","Jun 30, 2029",4,"€ 2,080,000",,Reserve,K,GK,22,Mexico,Athletic Club,True,,spain,2526
Urko Izeta,,"€ 8,077","€ 420,000","€ 100,000","Jul 1, 2024","Jun 30, 2027",2,"€ 840,000",,Reserve,F,CF,26,Spain,Athletic Club,True,,spain,2526
Coba da Costa,,"€ 8,077","€ 420,000","€ 100,000","Jul 17, 2025","Jun 30, 2029",4,"€ 1,680,000",,Reserve,F,LW,23,Guinea-Bissau,Getafe,False,,spain,2526
Bambo Diaby,,"€ 8,077","€ 420,000","€ 100,000","Aug 22, 2024","Jun 30, 2027",2,"€ 840,000",,Reserve,D,CB,28,Spain,Elche,False,,spain,2526
Josan,,"€ 8,077","€ 420,000","€ 100,000","Jul 4, 2025","Jun 30, 2026",1,"€ 420,000",,Reserve,F,RW,36,Spain,Elche,True,,spain,2526
Nikola Maras,,"€ 8,077","€ 420,000","€ 100,000","Jul 1, 2023","Jun 30, 2027",2,"€ 840,000",,Reserve,D,CB,30,Serbia,Alaves,False,,spain,2526
Oier Luengo,,"€ 8,077","€ 420,000","€ 100,000","Oct 1, 2024","Jun 30, 2027",2,"€ 840,000",,Reserve,D,CB,28,Spain,Real Oviedo,False,,spain,2526
Fran González,,"€ 8,077","€ 420,000","€ 100,000","Jul 1, 2024","Jun 30, 2026",1,"€ 420,000",,Reserve,K,GK,20,Spain,Real Madrid,True,,spain,2526
Victor Parada,,"€ 8,077","€ 420,000","€ 100,000","Aug 9, 2025","Jun 30, 2029",4,"€ 1,680,000",,Reserve,D,LB,23,Spain,Alaves,True,,spain,2526
Youssef Enríquez,,"€ 8,077","€ 420,000","€ 100,000","Jul 16, 2025","Jun 30, 2029",4,"€ 1,680,000",,Starter,D,LB,20,Morocco,Alaves,True,,spain,2526
Pau Cabanes,,"€ 8,077","€ 420,000","€ 100,000","Jan 1, 2025","Jun 30, 2028",3,"€ 1,260,000",,Reserve,F,CF,20,Spain,Villarreal,True,,spain,2526
Federico Gattoni,,"€ 8,077","€ 420,000","€ 100,000","Jan 31, 2023","Jun 30, 2027",2,"€ 840,000",,Reserve,D,CB,26,Argentina,Sevilla,True,,spain,2526
Adama Boiro,,"€ 8,077","€ 420,000","€ 100,000","Jul 1, 2024","Jun 30, 2029",4,"€ 1,680,000",,Reserve,D,LB,23,Spain,Athletic Club,True,,spain,2526
Ismael Bekhoucha,,"€ 8,077","€ 420,000","€ 100,000","Jul 1, 2025","Jun 30, 2028",3,"€ 1,260,000",,Reserve,D,RB,21,Morocco,Getafe,True,,spain,2526
Pablo Durán,,"€ 8,077","€ 420,000","€ 100,000","Jul 18, 2024","Jun 30, 2027",2,"€ 840,000",,Starter,F,CF,24,Spain,Celta Vigo,True,,spain,2526
Joel Roca,,"€ 8,077","€ 420,000","€ 100,000","Jul 3, 2025","Jun 30, 2029",4,"€ 1,680,000",,Reserve,F,LW,20,Spain,Girona,True,,spain,2526
Zaid Romero,,"€ 8,077","€ 420,000","€ 100,000","Jan 17, 2026","Jun 30, 2026",1,"€ 420,000",,Starter,D,CB,26,Argentina,Getafe,True,,spain,2526
Juan Carlos,,"€ 7,308","€ 380,000","€ 80,000","Jun 25, 2025","Jun 30, 2026",1,"€ 380,000",,Reserve,K,GK,38,Spain,Girona,True,,spain,2526
Unai Gómez,,"€ 7,308","€ 380,000","€ 100,000","Oct 20, 2023","Jun 30, 2028",3,"€ 1,140,000",,Starter,F,AM,22,Spain,Athletic Club,True,,spain,2526
Tay Abed,,"€ 7,308","€ 380,000","€ 100,000","Jan 21, 2026","Jun 30, 2029",4,"€ 1,520,000",,Reserve,F,RW,21,Israel,Levante,True,,spain,2526
Asier Osambela,,"€ 7,308","€ 380,000","€ 170,000","Oct 20, 2025","Jun 30, 2029",4,"€ 1,520,000",,Reserve,M,CM,21,Spain,Osasuna,True,,spain,2526
Iván Cuéllar,,"€ 5,962","€ 310,000","€ 80,000","Jul 1, 2025","Jun 30, 2026",1,"€ 310,000",,Reserve,K,GK,41,Spain,Mallorca,True,,spain,2526
Rahim Alhassane,,"€ 5,962","€ 310,000","€ 80,000","Jul 15, 2024","Jun 30, 2028",3,"€ 930,000",,Reserve,D,LB,24,Niger,Real Oviedo,True,,spain,2526
Brandon Dominguès,,"€ 5,962","€ 310,000","€ 80,000","Jul 1, 2025","Jun 30, 2028",3,"€ 930,000",,Reserve,F,LW,25,France,Real Oviedo,False,,spain,2526
Jozhua Vertrouwd,,"€ 5,962","€ 310,000","€ 80,000","Aug 12, 2025","Jun 30, 2026",1,"€ 310,000",,Reserve,D,CB,21,Netherlands,Rayo Vallecano,True,,spain,2526
Iker Benito,,"€ 5,962","€ 310,000","€ 170,000","Jul 1, 2023","Jun 30, 2027",2,"€ 620,000",,Reserve,F,RW,23,Spain,Osasuna,True,,spain,2526
Lucas Bergström,,"€ 5,962","€ 310,000","€ 80,000","Jul 15, 2025","Jun 30, 2027",2,"€ 620,000",,Reserve,K,GK,23,Finland,Mallorca,True,,spain,2526
Justin Kalumba,,"€ 5,962","€ 310,000","€ 80,000","Jan 16, 2026","Jun 30, 2029",4,"€ 1,240,000",,Reserve,F,RW,21,France,Mallorca,True,,spain,2526
Ugo Raghouber,,"€ 5,962","€ 310,000","€ 80,000","Jan 14, 2026","Jun 30, 2026",1,"€ 310,000",,Reserve,M,DM,22,France,Levante,True,,spain,2526
Manu Bueno,,"€ 5,962","€ 310,000","€ 80,000","May 15, 2023","Jun 30, 2027",2,"€ 620,000",,Reserve,M,CM,21,Spain,Sevilla,True,,spain,2526
Lass Kourouma,,"€ 5,962","€ 310,000","€ 80,000","Jul 3, 2025","Jun 30, 2028",3,"€ 930,000",,Starter,M,CM,21,Guinea,Girona,True,,spain,2526
Oso,,"€ 5,962","€ 310,000","€ 80,000","Jul 12, 2022","Jun 30, 2027",2,"€ 620,000",,Reserve,D,LB,22,Spain,Sevilla,True,,spain,2526
Davinchi,,"€ 5,962","€ 310,000","€ 80,000","Jul 3, 2025","Jun 30, 2028",3,"€ 930,000",,Reserve,D,LB,18,Spain,Getafe,True,,spain,2526
Adrián Liso,,"€ 5,962","€ 310,000","€ 80,000","Jul 2, 2025","Jun 30, 2026",1,"€ 310,000",,Reserve,F,LW,20,Spain,Getafe,True,,spain,2526
Yago Santiago,,"€ 5,962","€ 310,000","€ 80,000","Jul 30, 2024","Jun 30, 2027",2,"€ 620,000",,Reserve,F,LW,22,Spain,Elche,True,,spain,2526
Buba Sangaré,,"€ 5,962","€ 310,000","€ 80,000","Feb 2, 2026","Jun 30, 2026",1,"€ 310,000",,Reserve,D,RB,18,Spain,Elche,True,,spain,2526
Yoel Lago,,"€ 5,962","€ 310,000","€ 80,000","Jul 1, 2025","Jun 30, 2029",4,"€ 1,240,000",,Reserve,D,CB,21,Spain,Celta Vigo,True,,spain,2526
Marc Vidal,,"€ 5,962","€ 310,000","€ 80,000","Jul 1, 2025","Jun 30, 2028",3,"€ 930,000",,Reserve,K,GK,25,Spain,Celta Vigo,True,,spain,2526
Carlos Macià,,"€ 5,962","€ 310,000","€ 80,000","Jul 1, 2025","Jun 30, 2029",4,"€ 1,240,000",,Reserve,M,CM,17,Spain,Villarreal,True,,spain,2526
Unai Egiluz,,"€ 5,962","€ 310,000","€ 80,000","Jul 9, 2025","Jun 30, 2028",3,"€ 930,000",,Reserve,D,CB,23,Spain,Athletic Club,True,,spain,2526
Nico Serrano,,"€ 5,962","€ 310,000","€ 80,000","Jul 1, 2022","Jun 30, 2028",3,"€ 930,000",,Reserve,F,LW,22,Spain,Athletic Club,True,,spain,2526
Alejandro Rego,,"€ 5,962","€ 310,000","€ 80,000","Jul 1, 2025","Jun 30, 2026",1,"€ 310,000",,Starter,M,CM,22,Spain,Athletic Club,True,,spain,2526
Ángel Pérez,,"€ 5,962","€ 310,000","€ 80,000","Jan 28, 2026","Jun 30, 2030",5,"€ 1,550,000",,Reserve,F,RW,23,Spain,Alaves,True,,spain,2526
Javi Llabrés,,"€ 5,192","€ 270,000","€ 63,000","Jul 1, 2022","Jun 30, 2026",1,"€ 270,000",,Reserve,F,LW,23,Spain,Mallorca,True,,spain,2526
Ibrahim Diabate,,"€ 5,000","€ 260,000","€ 63,000","Feb 2, 2026","Jun 30, 2026",1,"€ 260,000",,Reserve,F,CF,26,Cote d'Ivoire,Alaves,True,,spain,2526
Ville Koski,,"€ 5,000","€ 260,000","€ 63,000","Jan 31, 2026","Jun 30, 2026",1,"€ 260,000",,Reserve,D,CB,24,Finland,Alaves,True,,spain,2526
Carlos Espí,,"€ 4,808","€ 250,000","€ 63,000","Jul 1, 2024","Jun 30, 2027",2,"€ 500,000",,Reserve,F,CF,20,Spain,Levante,True,,spain,2526
Kareem Tunde,,"€ 4,808","€ 250,000","€ 63,000","Jan 1, 2026","Jun 30, 2026",1,"€ 250,000",,Starter,F,RW,20,Spain,Levante,True,,spain,2526
Selton Sánchez,,"€ 4,808","€ 250,000","€ 63,000","Jan 15, 2025","Jun 30, 2029",4,"€ 1,000,000",,Reserve,M,CM,18,Spain,Athletic Club,True,,spain,2526
Andrés Castrín,,"€ 4,808","€ 250,000","€ 63,000","Jul 1, 2025","Jun 30, 2026",1,"€ 250,000",,Reserve,D,CB,22,Spain,Sevilla,True,,spain,2526
Manu Fernández,,"€ 4,808","€ 250,000","€ 63,000","Jul 1, 2025","Jun 30, 2028",3,"€ 750,000",,Reserve,D,CB,24,Spain,Celta Vigo,True,,spain,2526
Iñigo Arguibide,,"€ 4,808","€ 250,000","€ 170,000","Jul 1, 2023","Jun 30, 2027",2,"€ 500,000",,Reserve,D,RB,20,Spain,Osasuna,True,,spain,2526
Thiago Fernández,,"€ 4,808","€ 250,000","€ 63,000","Jan 22, 2026","Jun 30, 2026",1,"€ 250,000",,Reserve,F,LW,21,Argentina,Real Oviedo,True,,spain,2526
David López,,"€ 4,808","€ 250,000","€ 63,000","Jan 31, 2024","Jun 30, 2027",2,"€ 500,000",,Reserve,D,CB,23,Spain,Mallorca,True,,spain,2526
Vladyslav Krapyvtsov,,"€ 4,808","€ 250,000","€ 63,000","Jan 1, 2025","Jun 30, 2029",4,"€ 1,000,000",,Reserve,K,GK,20,Ukraine,Girona,True,,spain,2526
Miguel Román,,"€ 4,808","€ 250,000","€ 63,000","Aug 15, 2025","Jun 30, 2028",3,"€ 750,000",,Starter,M,CM,23,Spain,Celta Vigo,True,,spain,2526
Aitor Mañas,,"€ 4,038","€ 210,000","€ 63,000","Jul 9, 2025","Jun 30, 2028",3,"€ 630,000",,Reserve,F,CF,23,Spain,Alaves,True,,spain,2526
Jan Salas,,"€ 4,038","€ 210,000","€ 63,000","Jul 1, 2025","Jun 30, 2028",3,"€ 630,000",,Reserve,M,CM,20,Spain,Mallorca,True,,spain,2526
Ángel Fortuño,,"€ 4,038","€ 210,000","€ 63,000","Jul 1, 2024","Jun 30, 2027",2,"€ 420,000",,Reserve,K,GK,24,Spain,Espanyol,True,,spain,2526
Adam Boayar,,"€ 4,038","€ 210,000","€ 42,000","Jan 1, 2024","Jun 30, 2027",2,"€ 420,000",,Reserve,F,SS,20,Morocco,Elche,True,,spain,2526
Paco Cortés,,"€ 4,038","€ 210,000","€ 63,000","Jul 1, 2025","Jun 30, 2028",3,"€ 630,000",,Reserve,F,LW,18,Spain,Levante,True,,spain,2526
Santi Cazorla,,"€ 3,654","€ 190,000","€ 42,000","Jul 12, 2025","Jun 30, 2026",1,"€ 190,000",,Reserve,M,CM,41,Spain,Real Oviedo,True,,spain,2526
Samu Becerra,,"€ 3,654","€ 190,000","€ 42,000","Jul 1, 2024","Jun 30, 2027",2,"€ 380,000",,Reserve,M,CM,19,Spain,Rayo Vallecano,True,,spain,2526
Daniel Luna,,,,,"Aug 27, 2025","Jun 30, 2028",3,,,Reserve,F,AM,22,Colombia,Mallorca,False,,spain,2526
Yáser Asprilla,,,,,"Aug 23, 2024","Jun 30, 2030",5,,,Reserve,F,RW,22,Colombia,Girona,False,,spain,2526
Juan Berrocal,,,,,"Aug 19, 2024","Jun 30, 2027",2,,,Reserve,D,CB,26,Spain,Getafe,False,,spain,2526
