,,EST. BASE SALARY,EST. BASE SALARY,EST. BONUS,CONTRACT DETAILS,CONTRACT DETAILS,CONTRACT DETAILS,CONTRACT DETAILS,CONTRACT DETAILS,BIO,BIO,BIO,BIO,BIO,,,,data_country,data_season
PLAYER,,"GROSS P/W
(EUR)","GROSS P/Y
(EUR)","GROSS P/Y
(EUR)",SIGNED,EXPIRATION,YEARS REMAINING,"GROSS REMAINING
(EUR)","RELEASE CLAUSE
(EUR)",STATUS,POS.,POS.,AGE,COUNTRY,CLUB,ACTIVE,LOAN,,
Dzenan Pejcinovic,,"€ 12,692","€ 660,000","€ 170,000","Jun 27, 2024","Jun 30, 2029",4,"€ 2,640,000",,Reserve,F,CF,20,Germany,Wolfsburg,True,,germany,2526
Christian Conteh,,"€ 12,692","€ 660,000","€ 170,000","Jan 12, 2026","Jun 30, 2029",4,"€ 2,640,000",,Starter,F,RW,26,Germany,Heidenheim,True,,germany,2526
Karl Hein,,"€ 11,923","€ 620,000","€ 160,000","Aug 22, 2025","Jun 30, 2026",1,"€ 620,000",,Reserve,K,GK,23,Estonia,Werder Bremen,True,,germany,2526
Isaac Schmidt,,"€ 11,538","€ 600,000","€ 150,000","Aug 28, 2025","Jun 30, 2026",1,"€ 600,000",,Starter,D,LB,26,Switzerland,Werder Bremen,True,,germany,2526
Luca Philipp,,"€ 10,962","€ 570,000","€ 140,000","Jun 2, 2025","Jun 30, 2026",1,"€ 570,000",,Reserve,K,GK,25,Germany,Hoffenheim,True,,germany,2526
Omar Traoré,,"€ 10,962","€ 570,000","€ 140,000","Jul 1, 2023","Jun 30, 2026",1,"€ 570,000",,Reserve,D,RB,28,Germany,Heidenheim,True,,germany,2526
Keke Topp,,"€ 10,962","€ 570,000","€ 140,000","Jul 1, 2024","Jun 30, 2028",3,"€ 1,710,000",,Reserve,F,CF,21,Germany,Werder Bremen,True,,germany,2526
Philip Otele,,"€ 10,962","€ 570,000","€ 140,000","Feb 2, 2026","Jun 30, 2026",1,"€ 570,000",,Starter,F,LW,26,Nigeria,Hamburg,True,,germany,2526
Otto Stange,,"€ 10,962","€ 570,000","€ 140,000","Feb 2, 2026","Jun 30, 2028",3,"€ 1,710,000",,Reserve,F,CF,18,Germany,Hamburg,True,,germany,2526
Tidiam Gomis,,"€ 10,962","€ 570,000","€ 140,000","Feb 3, 2025","Jun 30, 2029",4,"€ 2,280,000",,Reserve,F,LW,19,France,Leipzig,True,,germany,2526
Kauã Santos,,"€ 10,962","€ 570,000","€ 140,000","Oct 9, 2024","Jun 30, 2030",5,"€ 2,850,000",,Starter,K,GK,22,Brazil,Eintracht Frankfurt,True,,germany,2526
Luka Vuskovic,,"€ 10,962","€ 570,000","€ 140,000","Aug 29, 2025","Jun 30, 2026",1,"€ 570,000",,Reserve,D,CB,18,Croatia,Hamburg,True,,germany,2526
Yannik Keitel,,"€ 10,962","€ 570,000","€ 140,000","Jul 1, 2024","Jun 30, 2028",3,"€ 1,710,000",,Reserve,M,DM,25,Germany,Stuttgart,False,,germany,2526
Jannik Huth,,"€ 10,962","€ 570,000","€ 140,000","Jul 1, 2024","Jun 30, 2026",1,"€ 570,000",,Reserve,K,GK,31,Germany,Freiburg,True,,germany,2526
Yannik Keitel,,"€ 10,962","€ 570,000","€ 140,000","Jan 3, 2026","Jun 30, 2026",1,"€ 570,000",,Reserve,M,DM,25,Germany,Augsburg,True,,germany,2526
Arthur Chaves,,"€ 10,962","€ 570,000","€ 140,000","Jan 22, 2026","Jun 30, 2026",1,"€ 570,000",,Reserve,D,CB,25,Brazil,Augsburg,True,,germany,2526
Arthur Chaves,,"€ 10,962","€ 570,000","€ 140,000","Jul 17, 2025","Jun 30, 2029",4,"€ 2,280,000",,Reserve,D,CB,24,Brazil,Hoffenheim,False,,germany,2526
Junior Adamu,,"€ 10,962","€ 570,000","€ 140,000","Jul 1, 2023","Jun 30, 2026",1,"€ 570,000",,Reserve,F,CF,24,Austria,Freiburg,False,,germany,2526
Lazar Jovanovic,,"€ 10,962","€ 570,000","€ 140,000","Jul 8, 2025","Jun 30, 2029",4,"€ 2,280,000",,Reserve,F,RW,19,Serbia,Stuttgart,True,,germany,2526
Eric Martel,,"€ 10,962","€ 570,000","€ 140,000","Jul 1, 2022","Jun 30, 2026",1,"€ 570,000",,Starter,M,DM,23,Germany,Koln,True,,germany,2526
Hugo Bolin,,"€ 10,962","€ 570,000","€ 140,000","Feb 2, 2026","Jun 30, 2026",1,"€ 570,000",,Starter,M,LM,22,Sweden,Monchengladbach,True,,germany,2526
Michael Gregoritsch,,"€ 10,962","€ 570,000","€ 140,000","Jan 7, 2026","Jun 30, 2026",1,"€ 570,000",,Reserve,F,CF,31,Austria,Augsburg,True,,germany,2526
Justin Diehl,,"€ 10,962","€ 570,000","€ 140,000","Jul 1, 2024","Jun 30, 2029",4,"€ 2,280,000",,Reserve,F,LW,21,Germany,Stuttgart,True,,germany,2526
Taichi Hara,,"€ 10,962","€ 570,000","€ 140,000","Jan 31, 2026","Jun 30, 2026",1,"€ 570,000",,Reserve,F,CF,26,Japan,St Pauli,True,,germany,2526
Patrick Drewes,,"€ 10,962","€ 570,000","€ 140,000","Jul 1, 2025","Jun 30, 2027",2,"€ 1,140,000",,Reserve,K,GK,33,Germany,Borussia Dortmund,True,,germany,2526
Marin Ljubicic,,"€ 10,962","€ 570,000","€ 140,000","Feb 2, 2025","Jun 30, 2026",1,"€ 570,000",,Reserve,F,CF,23,Croatia,Union Berlin,False,,germany,2526
Kevin Müller,,"€ 10,962","€ 570,000","€ 140,000","Jan 23, 2025","Jun 30, 2027",2,"€ 1,140,000",,Reserve,K,GK,34,Germany,Heidenheim,False,,germany,2526
Leonidas Stergiou,,"€ 10,962","€ 570,000","€ 140,000","Jan 15, 2026","Jun 30, 2026",1,"€ 570,000",,Reserve,D,RB,23,Switzerland,Heidenheim,True,,germany,2526
Sander Tangvik,,"€ 9,038","€ 470,000","€ 120,000","Jan 22, 2026","Jun 30, 2030",5,"€ 2,350,000",,Reserve,K,GK,23,Norway,Hamburg,True,,germany,2526
Jusuf Gazibegovic,,"€ 9,038","€ 470,000","€ 120,000","Jan 1, 2025","Jun 30, 2028",3,"€ 1,410,000",,Reserve,D,RB,25,Bosnia-Herzegovina,Koln,False,,germany,2526
Max Moerstedt,,"€ 9,038","€ 470,000","€ 120,000","Jan 8, 2026","Jun 30, 2030",5,"€ 2,350,000",,Reserve,F,CF,20,Germany,Hoffenheim,True,,germany,2526
Cole Campbell,,"€ 9,038","€ 470,000","€ 120,000","Jan 5, 2026","Jun 30, 2026",1,"€ 470,000",,Reserve,F,RW,19,United States,Hoffenheim,True,,germany,2526
Fabio Moreno Fell,,"€ 9,038","€ 470,000","€ 120,000","Dec 15, 2025","Jun 30, 2028",3,"€ 1,410,000",,Reserve,F,CF,25,Spain,Mainz,True,,germany,2526
Nikolas Veratschnig,,"€ 9,038","€ 470,000","€ 120,000","Jul 1, 2024","Jun 30, 2028",3,"€ 1,410,000",,Reserve,D,RB,23,Austria,Mainz,True,,germany,2526
Luca Kerber,,"€ 9,038","€ 470,000","€ 120,000","Jul 1, 2024","Jun 30, 2027",2,"€ 940,000",,Reserve,M,CM,23,Germany,Heidenheim,True,,germany,2526
William Mikelbrencis,,"€ 9,038","€ 470,000","€ 120,000","Aug 31, 2022","Jun 30, 2026",1,"€ 470,000",,Reserve,D,RB,21,France,Hamburg,True,,germany,2526
Tiago Pereira Cardoso,,"€ 9,038","€ 470,000","€ 120,000","Sep 30, 2024","Jun 30, 2026",1,"€ 470,000",,Reserve,K,GK,19,Luxembourg,Monchengladbach,True,,germany,2526
Tobias Sippel,,"€ 9,038","€ 470,000","€ 120,000","Jul 6, 2025","Jun 30, 2026",1,"€ 470,000",,Reserve,K,GK,37,Germany,Monchengladbach,True,,germany,2526
Adam Dzwigala,,"€ 9,038","€ 470,000","€ 120,000","Mar 26, 2024","Jun 30, 2026",1,"€ 470,000",,Reserve,D,CB,30,Poland,St Pauli,True,,germany,2526
Fábio Baldé,,"€ 9,038","€ 470,000","€ 120,000","Sep 10, 2024","Jun 30, 2029",4,"€ 1,880,000",,Reserve,F,LW,20,Portugal,Hamburg,True,,germany,2526
Lars Ritzka,,"€ 9,038","€ 470,000","€ 120,000","Nov 15, 2023","Jun 30, 2026",1,"€ 470,000",,Reserve,D,LB,27,Germany,St Pauli,True,,germany,2526
Alexander Røssing-Lelesiit,,"€ 9,038","€ 470,000","€ 120,000","Dec 24, 2025","Jun 30, 2030",5,"€ 2,350,000",,Reserve,F,LW,19,Norway,Hamburg,True,,germany,2526
Oscar Højlund,,"€ 9,038","€ 470,000","€ 120,000","Jul 10, 2024","Jun 30, 2029",4,"€ 1,880,000",,Starter,M,CM,21,Denmark,Eintracht Frankfurt,True,,germany,2526
Noah Darvich,,"€ 9,038","€ 470,000","€ 120,000","Jul 1, 2025","Jun 30, 2029",4,"€ 1,880,000",,Reserve,F,RW,19,Germany,Stuttgart,True,,germany,2526
Keita Kosugi,,"€ 9,038","€ 470,000","€ 120,000","Jan 1, 2026","Jun 30, 2031",6,"€ 2,820,000",,Reserve,D,LB,19,Japan,Eintracht Frankfurt,True,,germany,2526
Jessic Ngankam,,"€ 9,038","€ 470,000","€ 120,000","Jul 14, 2023","Jun 30, 2028",3,"€ 1,410,000",,Reserve,F,CF,25,Germany,Eintracht Frankfurt,False,,germany,2526
Jens Grahl,,"€ 9,038","€ 470,000","€ 120,000","Feb 2, 2023","Jun 30, 2026",1,"€ 470,000",,Reserve,K,GK,37,Germany,Eintracht Frankfurt,True,,germany,2526
Matheo Raab,,"€ 9,038","€ 470,000","€ 120,000","Jul 11, 2025","Jun 30, 2026",1,"€ 470,000",,Reserve,K,GK,27,Germany,Union Berlin,True,,germany,2526
Julien Duranville,,"€ 9,038","€ 470,000","€ 120,000","Jan 27, 2023","Jun 30, 2028",3,"€ 1,410,000",,Reserve,F,LW,19,Belgium,Borussia Dortmund,False,,germany,2526
Jovan Milosevic,,"€ 9,038","€ 470,000","€ 120,000","Jan 11, 2026","Jun 30, 2026",1,"€ 470,000",,Reserve,F,CF,20,Serbia,Werder Bremen,True,,germany,2526
Tim Oermann,,"€ 9,038","€ 470,000","€ 120,000","Jul 1, 2025","Jun 30, 2029",4,"€ 1,880,000",,Reserve,D,CB,22,Germany,Bayer Leverkusen,True,,germany,2526
Patrice Covic,,"€ 9,038","€ 470,000","€ 120,000","Jul 8, 2025","Jun 30, 2026",1,"€ 470,000",,Reserve,F,AM,18,Croatia,Werder Bremen,True,,germany,2526
Claudio Echeverri,,"€ 9,038","€ 470,000","€ 120,000","Aug 21, 2025","Jun 30, 2026",1,"€ 470,000",,Reserve,F,AM,19,Argentina,Bayer Leverkusen,False,,germany,2526
Skelly Alvero,,"€ 9,038","€ 470,000","€ 120,000","Jul 1, 2024","Jun 30, 2028",3,"€ 1,410,000",,Reserve,M,DM,23,France,Werder Bremen,False,,germany,2526
Uchenna Ogundu,,"€ 9,038","€ 470,000","€ 120,000","Feb 2, 2026","Jun 30, 2031",6,"€ 2,820,000",,Reserve,F,CF,19,Nigeria,Augsburg,True,,germany,2526
Jenson Seelt,,"€ 9,038","€ 470,000","€ 120,000","Sep 1, 2025","Jun 30, 2026",1,"€ 470,000",,Reserve,D,CB,22,Netherlands,Wolfsburg,True,,germany,2526
Rodrigo Ribeiro,,"€ 9,038","€ 470,000","€ 120,000","Jan 15, 2026","Jun 30, 2026",1,"€ 470,000",,Starter,F,CF,20,Portugal,Augsburg,True,,germany,2526
Ismaël Gharbi,,"€ 9,038","€ 470,000","€ 120,000","Sep 1, 2025","Jun 30, 2026",1,"€ 470,000",,Reserve,F,LW,21,Tunisia,Augsburg,True,,germany,2526
Mio Backhaus,,"€ 8,077","€ 420,000","€ 100,000","Jun 13, 2025","Jun 30, 2026",1,"€ 420,000",,Starter,K,GK,21,Germany,Werder Bremen,True,,germany,2526
Julian Niehues,,"€ 8,077","€ 420,000","€ 100,000","Jul 1, 2024","Jun 30, 2027",2,"€ 840,000",,Starter,M,DM,24,Germany,Heidenheim,True,,germany,2526
Leon Klanac,,"€ 7,308","€ 380,000","€ 90,000","Sep 4, 2024","Jun 30, 2027",2,"€ 760,000",,Reserve,K,GK,18,Germany,Bayern Munich,True,,germany,2526
Fin Stevens,,"€ 7,308","€ 380,000","€ 90,000","Jul 26, 2024","Jun 30, 2026",1,"€ 380,000",,Reserve,D,RB,22,Wales,St Pauli,True,,germany,2526
Stefan Schimmer,,"€ 7,308","€ 380,000","€ 90,000","Feb 24, 2023","Jun 30, 2026",1,"€ 380,000",,Reserve,F,CF,31,Germany,Heidenheim,True,,germany,2526
Ben Voll,,"€ 7,308","€ 380,000","€ 90,000","Jul 1, 2024","Jun 30, 2026",1,"€ 380,000",,Reserve,K,GK,25,Germany,St Pauli,True,,germany,2526
Ben Bobzien,,"€ 7,308","€ 380,000","€ 90,000","Jul 2, 2025","Jun 30, 2027",2,"€ 760,000",,Reserve,F,CF,22,Germany,Mainz,False,,germany,2526
Love Arrhov,,"€ 7,308","€ 380,000","€ 90,000","Jan 1, 2026","Jun 30, 2028",3,"€ 1,140,000",,Reserve,F,AM,17,Sweden,Eintracht Frankfurt,True,,germany,2526
Karim Coulibaly,,"€ 7,308","€ 380,000","€ 90,000","Jul 16, 2025","Jun 30, 2029",4,"€ 1,520,000",,Reserve,D,CB,18,Germany,Werder Bremen,True,,germany,2526
Umut Tohumcu,,"€ 7,308","€ 380,000","€ 90,000","Feb 16, 2024","Jun 30, 2028",3,"€ 1,140,000",,Reserve,M,CM,21,Germany,Hoffenheim,False,,germany,2526
Jahmai Simpson-Pusey,,"€ 7,308","€ 380,000","€ 90,000","Jan 6, 2026","Jun 30, 2026",1,"€ 380,000",,Reserve,D,CB,20,England,Koln,True,,germany,2526
Ricky-Jade Jones,,"€ 7,308","€ 380,000","€ 90,000","Jul 1, 2025","Jun 30, 2026",1,"€ 380,000",,Reserve,F,CF,23,England,St Pauli,True,,germany,2526
Daniel Batz,,"€ 7,308","€ 380,000","€ 90,000","Apr 11, 2025","Jun 30, 2026",1,"€ 380,000",,Starter,K,GK,35,Germany,Mainz,True,,germany,2526
Ayoube Amaimouni-Echghouyab,,"€ 7,308","€ 380,000","€ 90,000","Jan 2, 2026","Jun 30, 2031",6,"€ 2,280,000",,Starter,F,RW,21,Morocco,Eintracht Frankfurt,True,,germany,2526
Adam Kölle,,"€ 7,308","€ 380,000","€ 90,000","Oct 30, 2025","Jun 30, 2029",4,"€ 1,520,000",,Reserve,D,CB,19,Germany,Heidenheim,True,,germany,2526
Luis Engelns,,"€ 7,308","€ 380,000","€ 90,000","Feb 2, 2026","Jun 30, 2026",1,"€ 380,000",,Reserve,M,CM,18,Germany,Hoffenheim,True,,germany,2526
Immanuel Pherai,,"€ 7,308","€ 380,000","€ 90,000","Jul 1, 2023","Jun 30, 2027",2,"€ 760,000",,Reserve,F,AM,24,Suriname,Hamburg,False,,germany,2526
Jan Olschowsky,,"€ 7,308","€ 380,000","€ 90,000","Feb 7, 2023","Jun 30, 2027",2,"€ 760,000",,Reserve,K,GK,24,Germany,Monchengladbach,True,,germany,2526
Axel Tape,,"€ 7,308","€ 380,000","€ 90,000","Jul 1, 2025","Jun 30, 2030",5,"€ 1,900,000",,Reserve,D,CB,18,France,Bayer Leverkusen,True,,germany,2526
Filippo Mane,,"€ 7,308","€ 380,000","€ 90,000","Jan 6, 2025","Jun 30, 2028",3,"€ 1,140,000",,Reserve,D,CB,20,Italy,Borussia Dortmund,True,,germany,2526
Suleman Sani,,"€ 7,308","€ 380,000","€ 90,000","Jan 13, 2026","Jun 30, 2031",6,"€ 2,280,000",,Reserve,F,LW,19,Nigeria,Leipzig,True,,germany,2526
Silas Ostrzinski,,"€ 7,308","€ 380,000","€ 90,000","Jun 18, 2025","Jun 30, 2027",2,"€ 760,000",,Reserve,K,GK,22,Germany,Borussia Dortmund,True,,germany,2526
Lasse Rieß,,"€ 7,308","€ 380,000","€ 90,000","Jul 19, 2024","Jun 30, 2027",2,"€ 760,000",,Reserve,K,GK,24,Germany,Mainz,True,,germany,2526
Oliver Sorg,,"€ 7,308","€ 380,000","€ 90,000","Jul 1, 2025","Jun 30, 2027",2,"€ 760,000",,Reserve,D,LB,18,Austria,Augsburg,True,,germany,2526
Alejo Sarco,,"€ 7,308","€ 380,000","€ 90,000","Jan 20, 2026","Jun 30, 2026",1,"€ 380,000",,Reserve,F,CF,20,Argentina,Monchengladbach,True,,germany,2526
Markus Kolke,,"€ 7,308","€ 380,000","€ 90,000","Jul 1, 2024","Jun 30, 2027",2,"€ 760,000",,Reserve,K,GK,35,Germany,Werder Bremen,True,,germany,2526
Stefan Drljaca,,"€ 6,923","€ 360,000","€ 90,000","Jul 1, 2024","Jun 30, 2027",2,"€ 720,000",,Reserve,K,GK,26,Germany,Stuttgart,True,,germany,2526
Jannik Robatsch,,"€ 6,538","€ 340,000","€ 80,000","Jul 1, 2025","Jun 30, 2026",1,"€ 340,000",,Reserve,D,CB,21,Austria,St Pauli,True,,germany,2526
Montrell Culbreath,,"€ 6,538","€ 340,000","€ 80,000","Jan 29, 2026","Jun 30, 2030",5,"€ 1,700,000",,Reserve,F,RW,18,Germany,Bayer Leverkusen,True,,germany,2526
Bruno Ogbus,,"€ 6,538","€ 340,000","€ 80,000","Sep 30, 2024","Jun 30, 2026",1,"€ 340,000",,Starter,D,CB,20,Switzerland,Freiburg,True,,germany,2526
Jakub Zielinski,,"€ 6,538","€ 340,000","€ 80,000","Jul 1, 2025","Jun 30, 2028",3,"€ 1,020,000",,Reserve,K,GK,17,Poland,Wolfsburg,True,,germany,2526
Kasey Bos,,"€ 6,538","€ 340,000","€ 80,000","Jul 1, 2025","Jun 30, 2029",4,"€ 1,360,000",,Reserve,D,LB,21,Australia,Mainz,True,,germany,2526
Carl Klaus,,"€ 5,769","€ 300,000","€ 80,000","Jul 28, 2024","Jun 30, 2026",1,"€ 300,000",,Reserve,K,GK,32,Germany,Union Berlin,True,,germany,2526
Deniz Zeitler,,"€ 5,769","€ 300,000","€ 80,000","Jul 10, 2025","Jun 30, 2026",1,"€ 300,000",,Reserve,F,CF,19,Germany,Hoffenheim,True,,germany,2526
Cleiton,,"€ 5,385","€ 280,000","€ 71,000","Jan 1, 2026","Jun 30, 2030",5,"€ 1,400,000",,Reserve,D,CB,22,Brazil,Wolfsburg,True,,germany,2526
Ayodele Thomas,,"€ 5,385","€ 280,000","€ 71,000","Feb 2, 2026","Jun 30, 2031",6,"€ 1,680,000",,Reserve,F,LW,18,Netherlands,Leipzig,True,,germany,2526
Grant-Leon Ranos,,"€ 5,385","€ 280,000","€ 71,000","Jul 1, 2023","Jun 30, 2027",2,"€ 560,000",,Reserve,F,CF,22,Armenia,Monchengladbach,False,,germany,2526
Wisdom Mike,,"€ 5,385","€ 280,000","€ 71,000","Aug 8, 2025","Jun 30, 2027",2,"€ 560,000",,Reserve,F,LW,17,Germany,Bayern Munich,True,,germany,2526
Yannick Eduardo,,"€ 5,385","€ 280,000","€ 71,000","Feb 2, 2026","Jun 30, 2026",1,"€ 280,000",,Reserve,F,CF,20,Czech Republic,Hoffenheim,True,,germany,2526
Kacper Potulski,,"€ 5,385","€ 280,000","€ 71,000","Jan 1, 2026","Jun 30, 2028",3,"€ 840,000",,Starter,D,CB,18,Poland,Mainz,True,,germany,2526
Thomas Keller,,"€ 5,385","€ 280,000","€ 71,000","Mar 28, 2025","Jun 30, 2028",3,"€ 840,000",,Reserve,D,CB,26,Germany,Heidenheim,False,,germany,2526
Abdoulie Ceesay,,"€ 5,000","€ 260,000","€ 66,000","Jan 3, 2025","Jun 30, 2026",1,"€ 260,000",,Reserve,F,CF,22,The Gambia,St Pauli,True,,germany,2526
Fynn Schenten,,"€ 5,000","€ 260,000","€ 66,000","Jan 29, 2026","Jun 30, 2030",5,"€ 1,300,000",,Reserve,F,CF,18,Germany,Koln,True,,germany,2526
Matthias Köbbing,,"€ 4,808","€ 250,000","€ 61,000","Jun 16, 2025","Jun 30, 2027",2,"€ 500,000",,Reserve,K,GK,28,Germany,Koln,True,,germany,2526
Bara Sapoko Ndiaye,,"€ 4,423","€ 230,000","€ 57,000","Jan 3, 2026","Jun 30, 2026",1,"€ 230,000",,Reserve,M,CM,18,Senegal,Bayern Munich,True,,germany,2526
Youssoupha Niang,,"€ 4,423","€ 230,000","€ 57,000","Jul 1, 2025","Jun 30, 2027",2,"€ 460,000",,Reserve,F,RW,19,Germany,Koln,True,,germany,2526
Jan Urbich,,"€ 4,423","€ 230,000","€ 57,000","Jul 1, 2025","Jun 30, 2027",2,"€ 460,000",,Reserve,F,CF,21,Germany,Monchengladbach,True,,germany,2526
Amil Siljevic,,"€ 4,423","€ 230,000","€ 57,000","Jul 10, 2025","Jun 30, 2026",1,"€ 230,000",,Reserve,K,GK,19,Bosnia-Herzegovina,Eintracht Frankfurt,True,,germany,2526
Hennes Behrens,,"€ 4,423","€ 230,000","€ 57,000","Jan 2, 2026","Jun 30, 2026",1,"€ 230,000",,Starter,D,LB,21,Germany,Heidenheim,True,,germany,2526
Maxim Dal,,"€ 4,423","€ 230,000","€ 57,000","Jul 1, 2025","Jun 30, 2027",2,"€ 460,000",,Reserve,D,CB,20,Germany,Mainz,True,,germany,2526
Daniel Gleiber,,"€ 4,423","€ 230,000","€ 57,000","Jul 1, 2025","Jun 30, 2028",3,"€ 690,000",,Reserve,M,CM,21,Germany,Mainz,True,,germany,2526
Paul Tschernuth,,"€ 4,423","€ 230,000","€ 57,000","Apr 17, 2025","Jun 30, 2027",2,"€ 460,000",,Reserve,K,GK,24,Austria,Heidenheim,True,,germany,2526
Issa Traoré,,"€ 4,423","€ 230,000","€ 57,000","Jan 1, 2026","Jun 30, 2029",4,"€ 920,000",,Reserve,D,CB,18,Mali,Bayer Leverkusen,True,,germany,2526
Pharell Hensel,,"€ 4,423","€ 230,000","€ 57,000","Jan 15, 2026","Jun 30, 2029",4,"€ 920,000",,Reserve,M,CM,18,Germany,Wolfsburg,True,,germany,2526
Viggo Gebel,,"€ 4,423","€ 230,000","€ 57,000","Aug 16, 2024","Jun 30, 2028",3,"€ 690,000",,Reserve,F,AM,18,Germany,Leipzig,True,,germany,2526
Yannik Wagner,,"€ 4,423","€ 230,000","€ 57,000","Jul 30, 2025","Jun 30, 2029",4,"€ 920,000",,Reserve,F,LW,18,Germany,Heidenheim,True,,germany,2526
Daniel Klein,,"€ 4,423","€ 230,000","€ 57,000","Apr 29, 2025","Jun 30, 2026",1,"€ 230,000",,Reserve,K,GK,24,Germany,Augsburg,True,,germany,2526
Felipe Chávez,,"€ 4,423","€ 230,000","€ 57,000","Feb 2, 2026","Jun 30, 2026",1,"€ 230,000",,Reserve,M,CM,18,Peru,Koln,True,,germany,2526
Joyeux Masanka Bungi,,"€ 4,423","€ 230,000","€ 57,000","Feb 7, 2025","Jun 30, 2027",2,"€ 460,000",,Reserve,M,LM,19,Belgium,Leipzig,True,,germany,2526
Luka Duric,,"€ 4,423","€ 230,000","€ 57,000","Jul 1, 2025","Jun 30, 2026",1,"€ 230,000",,Reserve,M,CM,22,Bosnia-Herzegovina,Hoffenheim,True,,germany,2526
Simon Spari,,"€ 4,423","€ 230,000","€ 57,000","Jul 1, 2025","Jun 30, 2026",1,"€ 230,000",,Reserve,K,GK,23,Austria,St Pauli,True,,germany,2526
Jan Bürger,,"€ 3,654","€ 190,000","€ 47,000","Jul 1, 2024","Jun 30, 2026",1,"€ 190,000",,Reserve,D,RB,18,Germany,Wolfsburg,True,,germany,2526
Kelven Frees,,"€ 3,654","€ 190,000","€ 47,000","Aug 14, 2025","Jun 30, 2029",4,"€ 760,000",,Reserve,D,CB,21,Germany,Hoffenheim,True,,germany,2526
Nick Rothweiler,,"€ 3,654","€ 190,000","€ 47,000","Jul 1, 2025","Jun 30, 2027",2,"€ 380,000",,Reserve,M,CM,19,Germany,Heidenheim,True,,germany,2526
Salim Musah,,"€ 3,654","€ 190,000","€ 47,000","Jul 6, 2025","Jun 30, 2026",1,"€ 190,000",,Reserve,F,CF,19,Germany,Werder Bremen,True,,germany,2526
Samba Konaté,,"€ 3,654","€ 190,000","€ 47,000","Jul 1, 2025","Jun 30, 2028",3,"€ 570,000",,Reserve,F,CF,16,France,Leipzig,True,,germany,2526
Niklas Swider,,"€ 3,654","€ 190,000","€ 47,000","Jan 7, 2025","Jun 30, 2027",2,"€ 380,000",,Reserve,M,DM,19,Germany,Monchengladbach,True,,germany,2526
David Preu,,"€ 3,654","€ 190,000","€ 47,000","Oct 7, 2024","Jun 30, 2026",1,"€ 190,000",,Reserve,F,LW,21,Germany,Union Berlin,True,,germany,2526
Mirza Catovic,,"€ 3,654","€ 190,000","€ 47,000","Feb 14, 2025","Jun 30, 2028",3,"€ 570,000",,Reserve,M,DM,18,Serbia,Stuttgart,True,,germany,2526
Jonathan Norbye,,"€ 3,654","€ 190,000","€ 47,000","Jul 1, 2025","Jun 30, 2028",3,"€ 570,000",,Reserve,D,CB,18,Norway,Leipzig,True,,germany,2526
Hannes Hermann,,"€ 3,654","€ 190,000","€ 47,000","Jul 1, 2024","Jun 30, 2027",2,"€ 380,000",,Reserve,K,GK,20,Germany,Hamburg,True,,germany,2526
Frank Feller,,"€ 3,654","€ 190,000","€ 47,000","Sep 12, 2024","Jun 30, 2029",4,"€ 760,000",,Reserve,K,GK,22,Germany,Heidenheim,True,,germany,2526
Malek El Mala,,"€ 3,654","€ 190,000","€ 47,000","Jul 19, 2025","Jun 30, 2030",5,"€ 950,000",,Reserve,F,CF,20,Germany,Koln,True,,germany,2526
Mahmut Kücüksahin,,"€ 3,654","€ 190,000","€ 47,000","Jul 17, 2024","Jun 30, 2027",2,"€ 380,000",,Reserve,M,DM,21,Turkey,Augsburg,True,,germany,2526
Stefan Smarkalev,,"€ 3,269","€ 170,000","€ 42,000","Jul 1, 2025","Jun 30, 2027",2,"€ 340,000",,Reserve,K,GK,18,Bulgaria,Werder Bremen,True,,germany,2526
Wesley Adeh,,"€ 3,269","€ 170,000","€ 42,000","Jan 10, 2025","Jun 30, 2026",1,"€ 170,000",,Reserve,M,DM,19,Germany,Werder Bremen,True,,germany,2526
Fernando Dickes,,"€ 3,269","€ 170,000","€ 42,000","Jul 1, 2025","Jun 30, 2028",3,"€ 510,000",,Reserve,K,GK,18,Germany,Hamburg,True,,germany,2526
Shafiq Nandja,,"€ 3,269","€ 170,000","€ 42,000","Jul 1, 2025","Jun 30, 2026",1,"€ 170,000",,Reserve,D,CB,19,Germany,Hamburg,True,,germany,2526
Florian Hellstern,,"€ 3,269","€ 170,000","€ 42,000","Jan 31, 2024","Jun 30, 2027",2,"€ 340,000",,Reserve,K,GK,18,Germany,Stuttgart,True,,germany,2526
Marwin Schmitz,,"€ 3,269","€ 170,000","€ 42,000","Jan 16, 2025","Jun 30, 2026",1,"€ 170,000",,Reserve,M,DM,19,Germany,St Pauli,True,,germany,2526
Andrik Markgraf,,"€ 3,269","€ 170,000","€ 42,000","Jul 1, 2025","Jun 30, 2026",1,"€ 170,000",,Reserve,D,LB,19,Germany,Union Berlin,True,,germany,2526
Omar Megeed,,"€ 3,269","€ 170,000","€ 42,000","Jun 18, 2025","Jun 30, 2026",1,"€ 170,000",,Reserve,F,AM,20,Egypt,Hamburg,True,,germany,2526
Mick Schmetgens,,"€ 3,269","€ 170,000","€ 42,000","Dec 10, 2025","Jun 30, 2026",1,"€ 170,000",,Reserve,D,CB,18,Germany,Werder Bremen,True,,germany,2526
Felix Meiser,,"€ 3,269","€ 170,000","€ 42,000","Jul 1, 2025","Jun 30, 2027",2,"€ 340,000",,Reserve,D,CB,19,Germany,Augsburg,True,,germany,2526
